time,total,perc_randomised,perc_vendor,count_randomised,count_vendor,apple,not_apple,unq_vendor_mac
2021-11-22,826,0.6,0.4,3,2,0.0,2.0,2
2021-11-23,821,0.15384615384615385,0.8461538461538461,2,11,0.0,11.0,7
2021-11-24,779,0.42857142857142855,0.5714285714285714,12,16,0.0,16.0,13
2021-11-25,932,0.16,0.84,8,42,0.0,42.0,20
2021-11-26,1377,0.08823529411764706,0.9117647058823529,3,31,1.0,30.0,16
2021-11-27,1333,0.09523809523809523,0.9047619047619048,2,19,0.0,19.0,12
2021-11-28,1225,0.20588235294117646,0.7941176470588235,7,27,0.0,27.0,16
