time,total,perc_randomised,perc_vendor,count_randomised,count_vendor,apple,not_apple,unq_vendor_mac
2021-11-29,917,0.03879310344827586,0.9612068965517241,18,446,14.0,432.0,77
2021-11-30,911,0.22865013774104684,0.7713498622589532,166,560,12.0,548.0,168
2021-12-01,819,0.41346153846153844,0.5865384615384616,301,427,0.0,427.0,54
2021-12-02,723,0.15862068965517243,0.8413793103448276,69,366,4.0,362.0,54
2021-12-03,861,0.011160714285714286,0.9888392857142857,5,443,10.0,433.0,104
2021-12-04,934,0.2918781725888325,0.7081218274111675,230,558,1.0,557.0,68
2021-12-05,846,0.13877551020408163,0.8612244897959184,68,422,4.0,418.0,69
