time,total,perc_randomised,perc_vendor,count_randomised,count_vendor,apple,not_apple
2021-11-15,1301,0.6370800372965982,0.3629199627034018,21181,12066,88.0,11978.0
2021-11-16,1148,0.6243422421737967,0.3756577578262033,21001,12636,90.0,12546.0
2021-11-17,1262,0.6523763648041104,0.3476236351958895,24378,12990,105.0,12885.0
2021-11-18,1557,0.6894190965746259,0.31058090342537414,30311,13655,74.0,13581.0
2021-11-19,1997,0.7457598403704611,0.254240159629539,39617,13506,77.0,13429.0
2021-11-20,2864,0.8074065636430371,0.19259343635696297,63794,15217,102.0,15115.0
2021-11-21,1862,0.7065813881589117,0.29341861184108825,36567,15185,82.0,15103.0
