time,total,perc_randomised,perc_vendor,count_randomised,count_vendor,apple,not_apple
2021-06-07,151,0.4429303969437578,0.5570696030562422,21681,27268,154.0,27114.0
2021-06-08,336,0.9259505598048997,0.07404944019510032,25059,2004,153.0,1851.0
2021-06-09,275,0.9098990342405618,0.0901009657594381,24873,2463,163.0,2300.0
2021-06-10,262,0.8933107202019405,0.10668927979805948,22649,2705,193.0,2512.0
2021-06-11,449,0.9034971226206286,0.09650287737937141,26533,2834,147.0,2687.0
2021-06-12,649,0.9319102423969652,0.06808975760303479,28988,2118,196.0,1922.0
2021-06-13,411,0.7432885906040269,0.25671140939597314,443,153,0.0,153.0
2021-06-14,401,0.8947629211770087,0.10523707882299131,23475,2761,133.0,2628.0
2021-06-15,354,0.916178476847765,0.08382152315223497,22833,2089,181.0,1908.0
2021-06-16,308,0.9128679072478249,0.08713209275217518,21928,2093,122.0,1971.0
