time,total,perc_randomised,perc_vendor,count_randomised,count_vendor,apple,not_apple,unq_vendor_mac
2021-11-22,826,0.1497005988023952,0.8502994011976048,25,142,1.0,141.0,26
2021-11-23,821,0.11553784860557768,0.8844621513944223,87,666,1.0,665.0,107
2021-11-24,779,0.1522911051212938,0.8477088948787062,113,629,0.0,629.0,149
2021-11-25,932,0.09207920792079208,0.907920792079208,93,917,25.0,892.0,186
2021-11-26,1377,0.07452574525745258,0.9254742547425474,110,1366,69.0,1297.0,292
2021-11-27,1333,0.033203125,0.966796875,34,990,89.0,901.0,168
2021-11-28,1225,0.10968921389396709,0.8903107861060329,120,974,60.0,914.0,150
