time,total,perc_randomised,perc_vendor,count_randomised,count_vendor,apple,not_apple,day
2021-09-06 07:12:00,1,0.38461538461538464,0.6153846153846154,5,8,0.0,8.0,Monday
2021-09-06 07:14:00,0,0.25,0.75,2,6,0.0,6.0,Monday
2021-09-06 07:16:00,0,0.2222222222222222,0.7777777777777778,2,7,0.0,7.0,Monday
2021-09-06 07:18:00,0,0.35714285714285715,0.6428571428571429,5,9,0.0,9.0,Monday
2021-09-06 07:20:00,1,0.5,0.5,6,6,0.0,6.0,Monday
2021-09-06 07:22:00,0,0.6111111111111112,0.3888888888888889,11,7,0.0,7.0,Monday
2021-09-06 07:24:00,0,0.4375,0.5625,7,9,0.0,9.0,Monday
2021-09-06 07:26:00,1,0.6666666666666666,0.3333333333333333,14,7,0.0,7.0,Monday
2021-09-06 07:28:00,1,0.4666666666666667,0.5333333333333333,7,8,0.0,8.0,Monday
2021-09-06 07:30:00,0,0.3076923076923077,0.6923076923076923,4,9,0.0,9.0,Monday
2021-09-06 07:32:00,0,0.14285714285714285,0.8571428571428571,2,12,0.0,12.0,Monday
2021-09-06 07:34:00,3,0.3157894736842105,0.6842105263157895,6,13,0.0,13.0,Monday
2021-09-06 07:36:00,0,0.43478260869565216,0.5652173913043478,10,13,0.0,13.0,Monday
2021-09-06 07:38:00,4,0.2857142857142857,0.7142857142857143,8,20,0.0,20.0,Monday
2021-09-06 07:40:00,1,0.11764705882352941,0.8823529411764706,2,15,0.0,15.0,Monday
2021-09-06 07:42:00,0,0.3870967741935484,0.6129032258064516,12,19,0.0,19.0,Monday
2021-09-06 07:44:00,1,0.34782608695652173,0.6521739130434783,8,15,0.0,15.0,Monday
2021-09-06 07:46:00,2,0.37037037037037035,0.6296296296296297,10,17,0.0,17.0,Monday
2021-09-06 07:48:00,0,0.2777777777777778,0.7222222222222222,5,13,0.0,13.0,Monday
2021-09-06 07:50:00,1,0.3181818181818182,0.6818181818181818,7,15,0.0,15.0,Monday
2021-09-06 07:52:00,1,0.3333333333333333,0.6666666666666666,7,14,0.0,14.0,Monday
2021-09-06 07:54:00,1,0.3157894736842105,0.6842105263157895,6,13,0.0,13.0,Monday
2021-09-06 07:56:00,0,0.43478260869565216,0.5652173913043478,10,13,0.0,13.0,Monday
