time,total,perc_randomised,perc_vendor,count_randomised,count_vendor,apple,not_apple
2021-06-07,99,0.7127659574468085,0.2872340425531915,2412,972,2.0,970.0
2021-06-08,45,0.741625551804726,0.25837444819527394,2856,995,5.0,990.0
2021-06-09,433,0.7785529715762274,0.22144702842377262,3013,857,6.0,851.0
2021-06-10,551,0.7520661157024794,0.24793388429752067,3367,1110,17.0,1093.0
2021-06-11,495,0.6471847570113466,0.3528152429886534,3023,1648,3.0,1645.0
2021-06-12,0,0.5562429696287964,0.4437570303712036,1978,1578,0.0,1578.0
2021-06-13,825,0.8815958815958816,0.11840411840411841,685,92,0.0,92.0
2021-06-14,562,0.6960907944514502,0.30390920554854983,2760,1205,9.0,1196.0
2021-06-15,407,0.7368285123966942,0.2631714876033058,2853,1019,5.0,1014.0
2021-06-16,661,0.7168654173764907,0.2831345826235094,2104,831,3.0,828.0
