time,total,perc_randomised,perc_vendor,count_randomised,count_vendor,apple,not_apple,unq_vendor_mac
2021-11-28,0,0.0,1.0,0,61,0.0,61.0,2
2021-11-29,917,0.013065795613625758,0.9869342043863742,28,2115,27.0,2088.0,156
2021-11-30,911,0.07963500622148487,0.9203649937785151,192,2219,20.0,2199.0,241
2021-12-01,819,0.15498154981549817,0.8450184501845018,378,2061,9.0,2052.0,132
2021-12-02,723,0.03881169142309535,0.9611883085769046,81,2006,9.0,1997.0,123
2021-12-03,861,0.006871278057718736,0.9931287219422813,15,2168,15.0,2153.0,178
2021-12-04,934,0.12128325508607199,0.878716744913928,310,2246,6.0,2240.0,126
2021-12-05,846,0.0430159497341711,0.9569840502658289,89,1980,6.0,1974.0,118
