time,total,perc_randomised,perc_vendor,count_randomised,count_vendor,apple,not_apple,unq_vendor_mac
2021-11-28,0,0.0,1.0,0,1,0.0,1.0,1
2021-11-29,917,0.040421792618629174,0.9595782073813708,23,546,23.0,523.0,97
2021-11-30,911,0.2102857142857143,0.7897142857142857,184,691,14.0,677.0,201
2021-12-01,819,0.38074398249452956,0.6192560175054704,348,566,2.0,564.0,85
2021-12-02,723,0.1464354527938343,0.8535645472061657,76,443,6.0,437.0,78
2021-12-03,861,0.02010968921389397,0.979890310786106,11,536,14.0,522.0,131
2021-12-04,934,0.29536290322580644,0.7046370967741935,293,699,3.0,696.0,90
2021-12-05,846,0.13050570962479607,0.8694942903752039,80,533,5.0,528.0,92
