time,total,perc_randomised,perc_vendor,count_randomised,count_vendor,apple,not_apple,unq_vendor_mac
2021-12-06,792,0.2895622895622896,0.7104377104377104,172,422,11.0,411.0,81
2021-12-07,824,0.09260991580916744,0.9073900841908326,99,970,35.0,935.0,118
2021-12-08,816,0.1199421965317919,0.880057803468208,83,609,6.0,603.0,106
2021-12-09,1744,0.05891472868217054,0.9410852713178295,38,607,10.0,597.0,121
2021-12-10,920,0.14852752880921896,0.8514724711907811,116,665,16.0,649.0,219
2021-12-11,1024,0.1198501872659176,0.8801498127340824,96,705,49.0,656.0,196
2021-12-12,840,0.11624649859943978,0.8837535014005602,83,631,5.0,626.0,110
