time,total,perc_randomised,perc_vendor,count_randomised,count_vendor,apple,not_apple,unq_vendor_mac
2021-11-29,917,0.0,1.0,0,17,0.0,17.0,10
2021-11-30,911,0.125,0.875,3,21,1.0,20.0,10
2021-12-01,819,0.3076923076923077,0.6923076923076923,12,27,0.0,27.0,11
2021-12-02,723,0.2777777777777778,0.7222222222222222,5,13,0.0,13.0,8
2021-12-03,861,0.08695652173913043,0.9130434782608695,2,21,0.0,21.0,9
2021-12-04,934,0.625,0.375,40,24,0.0,24.0,12
2021-12-05,846,0.3181818181818182,0.6818181818181818,7,15,0.0,15.0,8
