time,Camera_count_prediction,upper_limit,lower_limit
2022-01-31,5189.0,6230.0,4148.0
2022-02-01,8747.0,10615.0,6879.0
2022-02-02,9518.0,11588.0,7448.0
2022-02-03,9100.0,11075.0,7124.0
2022-02-04,9555.0,11609.0,7501.0
2022-02-05,8609.0,10436.0,6781.0
2022-02-06,9108.0,11077.0,7138.0
